skill;check_line;backward_text
Investigation;investigation check?;really nasty fight? Like some sort of a major fight went down. No sign of any bodies or body parts. No sign of leftover weapons or armor from whatever giants lived in here. You just see large amounts of dried blood across the stone floors. Like something came in and slaughtered and completely stripped the place. Or the giants slaughtered something horribly here and are currently out and about, you don't know. But-- Can I tell if the blood looks-- how dusty is this shit? Did you want to land and make an
Investigation;a while. Make an investigation check.;Can I tell if the blood looks-- how dusty is this shit? Did you want to land and make an investigation check? Call us in. Do it. Do it, Batwoman. You are the night. How much dust goes pff? (laughs) You are the night. Quite a bit; a little puff. Oh. Not a huge amount, but enough where it's not fresh, and a closer look, the blood's been dry for
Perception;MATT: All right, make a perception check.;Can giants become vampires? I don't know, I hope not. You should use the dust of tracelessness, Grog, just so our footsteps aren't seen. 17. 17, okay. So what do you guys want to do in here? Stealth. I'm going to go downstairs. How dark is it? You are downstairs at the entrance Oh. Down the grade, I mean. I want to look for any weapons that are lying about.
Investigation;MATT: Investigation check for that.;I'm going to think about it real hard. Probably shoot a couple dummy arrows out of it Can I walk out the front door? I'm going to buy it a steak and I'm going to-- Can I walk out the front door and keep post on the porch? I'm following Grog and I'm doing the same. All right. And I want to look in the direction we want to be walking. I'm looking around, I'm trying to find out what happened to the bodies.
Stealth;stealth check.;She's attuning. Seeing what it can do. Do we see anything outside on the porch? Over time the only thing you catch is occasionally you see flocks of birds moving through and swooping through the area. You watch one flock come up and begin circling a little bit. Should we get out? Should we leave? And then make its way down toward the valley. Stealth. Just leave. Let's leave. Stealth it out? Stealthy out-ie? This is for Grog who is outside, roll a
Nature;wolves? Can I make a nature check?;forest, and it is a very dense forest, but it is mostly cold-weather trees, pines. And there is, you can see once you get inside the forest, the ground itself is very thick and there are elements of melting snow on the top of the trees, there was recently a snowfall in this area but it seems like it's been a while and most of it has turned to slush and water. You have about two hours of travel into the forest, and you all immediately catch the sound of distant howling. Is it nighttime? No. Oh. That's scary. Distant howling? Does it sound like
Nature;MATT: Yeah, make a nature check.;mostly cold-weather trees, pines. And there is, you can see once you get inside the forest, the ground itself is very thick and there are elements of melting snow on the top of the trees, there was recently a snowfall in this area but it seems like it's been a while and most of it has turned to slush and water. You have about two hours of travel into the forest, and you all immediately catch the sound of distant howling. Is it nighttime? No. Oh. That's scary. Distant howling? Does it sound like wolves? Can I make a nature check?
Stealth;MATT: If you want to make a stealth check;ground itself is very thick and there are elements of melting snow on the top of the trees, there was recently a snowfall in this area but it seems like it's been a while and most of it has turned to slush and water. You have about two hours of travel into the forest, and you all immediately catch the sound of distant howling. Is it nighttime? No. Oh. That's scary. Distant howling? Does it sound like wolves? Can I make a nature check? Yeah, make a nature check. Stealth?
Stealth;stealth check.;For half of my druid level, we discovered. So somewhere around six hours, five hours. Okay, so you fly us in, and I'll Invisibility us right as we get to the gates. And as they're going out, we get in the trees. Make sure you bring an earpiece. He's got an earpiece. Do we, the four of us, all go up in the trees? Everyone get your own tree. Everyone get your own tree? Everyone who's in a tree, please roll a
Athletics;MATT: Roll an athletics check.;us right as we get to the gates. And as they're going out, we get in the trees. Make sure you bring an earpiece. He's got an earpiece. Do we, the four of us, all go up in the trees? Everyone get your own tree. Everyone get your own tree? Everyone who's in a tree, please roll a stealth check. Except for Trinket, who can't climb up. Trinket can climb trees! Bears climb trees!
Perception;Make an active perception check for you, Vex, if;Let's roll again. What do we add? Ten to whatever we roll. Go ahead and just add ten to the previous roll. (all cheer) Good. We want to keep our good rolls. So, about five breathless moments pass as the dogs, wolves all get relatively close. One of them comes up and returns back to the pack. You don't get a good view of the individual that is currently guiding the pack, and you see them disappear between the thick trees in the distance.
